level_0,index,playerID,yearID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
212,212,coninje01,2001,1,139,524,75,163,23,2,14,97.0,12.0,8.0,64,75.0,6.0,5.0,0.0,8.0,12.0
213,213,contija01,2001,1,5,4,1,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
214,214,cookde01,4002,3,62,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
215,215,coolbmi01,2001,1,39,70,10,14,6,0,2,7.0,0.0,0.0,5,16.0,0.0,2.0,0.0,0.0,3.0
216,216,coomero01,2001,1,111,349,25,91,19,1,8,53.0,0.0,0.0,29,70.0,1.0,2.0,0.0,6.0,23.0
217,217,coopebr01,2001,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
218,218,coppiro01,2001,1,8,5,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
219,219,coraal01,2001,1,134,405,38,88,18,3,4,29.0,0.0,2.0,31,58.0,6.0,8.0,3.0,2.0,16.0
220,220,cordefr01,2001,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
221,221,cordewi01,2001,1,89,268,30,67,11,1,4,21.0,0.0,0.0,22,50.0,2.0,4.0,2.0,3.0,8.0
222,222,cordoma01,2001,1,122,409,61,123,20,2,20,69.0,0.0,3.0,23,81.0,0.0,8.0,0.0,2.0,9.0
223,223,coreyma02,2001,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
224,224,cormirh01,2001,1,60,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
225,225,cornena01,2001,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
226,226,cotahu01,2001,1,7,9,0,2,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
227,227,counscr01,2001,1,141,458,76,126,22,3,4,38.0,6.0,8.0,61,76.0,3.0,2.0,6.0,6.0,9.0
228,228,coxst01,2001,1,108,342,37,88,22,0,12,51.0,2.0,2.0,24,75.0,0.0,10.0,0.0,2.0,11.0
229,229,crabtti01,2001,1,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
230,230,crawfpa02,2001,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
231,231,credejo01,2001,1,17,50,1,11,1,1,0,7.0,1.0,0.0,3,11.0,0.0,1.0,0.0,1.0,1.0
232,232,creekdo01,2001,1,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
233,233,crespce01,2001,1,55,153,27,32,6,0,4,12.0,6.0,2.0,25,50.0,0.0,0.0,1.0,0.0,2.0
234,234,crespfe01,4002,3,73,107,9,20,4,1,4,15.0,1.0,1.0,11,34.0,1.0,2.0,1.0,4.0,2.0
235,235,cressja01,2001,1,44,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
236,236,cromedt01,2001,1,50,57,7,16,3,0,5,12.0,0.0,0.0,3,19.0,0.0,0.0,0.0,3.0,0.0
237,237,cruzde01,2001,1,110,414,39,106,28,1,7,52.0,4.0,1.0,17,46.0,0.0,4.0,1.0,2.0,13.0
238,238,cruzja01,4002,3,72,144,19,31,5,0,4,18.0,0.0,4.0,15,50.0,0.0,4.0,1.0,2.0,4.0
239,239,cruzjo02,2001,1,146,577,92,158,38,4,34,88.0,32.0,5.0,45,138.0,4.0,1.0,2.0,2.0,8.0
240,240,cruzju02,2001,1,11,16,0,2,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,2.0,0.0,1.0
241,241,cruzne01,2001,1,66,6,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
242,242,cubilda01,2001,1,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,cuddymi01,2001,1,8,18,1,4,2,0,0,1.0,1.0,0.0,2,6.0,0.0,0.0,0.0,0.0,1.0
244,244,cummimi01,2001,1,20,20,1,6,1,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,1.0,2.0
245,245,cunnawi01,2001,1,32,7,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
246,246,curtich01,2001,1,38,115,24,29,3,0,3,10.0,7.0,1.0,14,21.0,0.0,1.0,0.0,0.0,3.0
247,247,custja01,2001,1,3,2,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
248,248,daalom01,2001,1,32,55,7,13,1,0,0,5.0,0.0,0.0,1,10.0,0.0,0.0,7.0,0.0,4.0
249,249,dalesma01,2001,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,damicje01,2001,1,10,15,0,1,0,1,0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0
251,251,damonjo01,2001,1,155,644,108,165,34,4,9,49.0,27.0,12.0,61,70.0,1.0,5.0,5.0,4.0,7.0
252,252,darenvi01,2001,1,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
253,253,darrmi02,2001,1,105,289,36,80,13,1,2,34.0,6.0,2.0,39,72.0,3.0,1.0,0.0,2.0,8.0
254,254,daubabr01,2001,1,122,407,54,107,28,3,22,71.0,1.0,0.0,53,108.0,7.0,5.0,1.0,6.0,10.0
255,255,davanje02,2001,1,40,88,7,17,2,1,5,9.0,1.0,3.0,11,29.0,0.0,0.0,0.0,1.0,1.0
256,256,davenjo01,2001,1,7,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
257,257,daveyto01,2001,1,39,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
258,258,davisbe01,2001,1,138,448,56,107,20,0,11,57.0,4.0,4.0,66,112.0,5.0,4.0,1.0,7.0,13.0
259,259,davisdo02,2001,1,30,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
260,260,daviser01,2001,1,74,156,17,32,7,3,4,22.0,1.0,1.0,13,38.0,0.0,1.0,0.0,1.0,4.0
261,261,daviska01,2001,1,57,5,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
262,262,davisla01,2001,1,21,33,3,4,1,0,0,2.0,0.0,0.0,0,15.0,0.0,0.0,4.0,0.0,0.0
263,263,davisru01,2001,1,53,167,16,43,13,1,7,17.0,1.0,0.0,17,49.0,2.0,1.0,2.0,2.0,5.0
264,264,dejeami01,2001,1,75,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
265,265,delarto01,2001,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
266,266,delgaca01,2001,1,162,574,102,160,31,1,39,102.0,3.0,0.0,111,136.0,22.0,16.0,0.0,3.0,9.0
267,267,delgawi01,2001,1,14,25,1,3,0,0,0,1.0,0.0,0.0,3,10.0,0.0,0.0,0.0,0.0,1.0
268,268,delluda01,2001,1,115,217,28,60,10,2,10,40.0,2.0,1.0,22,52.0,4.0,2.0,0.0,0.0,2.0
269,269,delosva01,2001,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
270,270,dempsry01,2001,1,34,61,1,3,1,0,0,0.0,0.0,0.0,1,29.0,0.0,0.0,16.0,0.0,0.0
271,271,derosma01,2001,1,66,164,27,47,8,0,3,20.0,2.0,1.0,12,19.0,6.0,5.0,1.0,2.0,3.0
272,272,deshide01,4002,3,126,351,55,82,17,5,5,37.0,23.0,2.0,59,77.0,1.0,1.0,4.0,2.0,8.0
273,273,desseel01,2001,1,35,57,3,11,1,0,0,2.0,0.0,0.0,3,12.0,0.0,0.0,10.0,0.0,0.0
274,274,dewitma01,2001,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
275,275,diazei01,2001,1,134,437,54,121,34,1,4,56.0,1.0,2.0,17,44.0,0.0,16.0,8.0,0.0,11.0
276,276,dickera01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
277,277,difelmi01,4002,3,60,170,14,32,5,1,2,10.0,1.0,1.0,8,49.0,0.0,4.0,3.0,2.0,3.0
278,278,dingmcr01,2001,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
279,279,donnech01,2001,1,66,88,8,15,2,0,3,8.0,0.0,0.0,12,25.0,2.0,1.0,0.0,0.0,2.0
280,280,doteloc01,2001,1,61,11,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
281,281,douglse01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
282,282,dranske01,2001,1,4,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
283,283,dreifda01,2001,1,16,33,4,5,2,0,1,2.0,1.0,0.0,1,20.0,0.0,0.0,3.0,0.0,0.0
284,284,dresery01,2001,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
285,285,drewjd01,2001,1,109,375,80,121,18,5,27,73.0,13.0,3.0,57,75.0,4.0,4.0,3.0,4.0,6.0
286,286,drewti01,2001,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
287,287,duceyro01,4002,3,57,73,10,17,3,0,3,12.0,0.0,1.0,16,25.0,0.0,1.0,2.0,1.0,0.0
288,288,duchsju01,2001,1,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
289,289,duckwbr01,2001,1,11,22,1,5,1,0,0,1.0,0.0,0.0,2,4.0,0.0,0.0,2.0,0.0,1.0
290,290,duncaco01,2001,1,36,3,1,0,0,0,0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
291,291,dunnad01,2001,1,66,244,54,64,18,1,19,43.0,4.0,2.0,38,74.0,2.0,4.0,0.0,0.0,4.0
292,292,dunstsh01,2001,1,88,186,26,52,10,3,9,25.0,3.0,1.0,2,32.0,0.0,2.0,2.0,1.0,2.0
293,293,dunwoto01,2001,1,33,61,6,13,4,0,1,3.0,0.0,1.0,3,14.0,0.0,0.0,0.0,0.0,0.0
294,294,durazer01,2001,1,92,175,34,47,11,0,12,38.0,0.0,0.0,28,49.0,1.0,2.0,0.0,2.0,1.0
295,295,durbich01,2001,1,29,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
296,296,durhara01,2001,1,152,611,104,163,42,10,20,65.0,23.0,10.0,64,110.0,3.0,4.0,6.0,6.0,10.0
297,297,duvalmi01,2001,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,dyeje01,4002,3,158,599,91,169,31,1,26,106.0,9.0,1.0,57,112.0,6.0,7.0,1.0,11.0,8.0
299,299,easleda01,2001,1,154,585,77,146,27,7,11,65.0,10.0,5.0,52,90.0,3.0,13.0,4.0,4.0,10.0
300,300,eatonad01,2001,1,23,38,3,4,1,0,0,2.0,1.0,0.0,4,12.0,0.0,0.0,2.0,0.0,0.0
301,301,echevan01,2001,1,75,133,12,34,11,0,5,13.0,0.0,1.0,8,29.0,0.0,3.0,0.0,1.0,2.0
302,302,eckstda01,2001,1,153,582,82,166,26,2,4,41.0,29.0,4.0,43,60.0,0.0,21.0,16.0,2.0,11.0
303,303,edmonji01,2001,1,150,500,95,152,38,1,30,110.0,5.0,5.0,93,136.0,12.0,4.0,1.0,10.0,8.0
304,304,eischjo01,2001,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
305,305,elartsc01,4002,3,24,38,1,3,0,0,0,2.0,0.0,0.0,1,10.0,0.0,3.0,5.0,0.0,2.0
306,306,eldreca01,2001,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
307,307,ellisro02,2001,1,19,26,2,4,0,0,0,1.0,0.0,0.0,1,12.0,0.0,0.0,1.0,0.0,0.0
308,308,embreal01,4002,3,61,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
309,309,encarju01,2001,1,120,417,52,101,19,7,12,52.0,9.0,5.0,25,93.0,1.0,6.0,5.0,4.0,9.0
310,310,encarma01,2001,1,20,62,3,14,1,0,0,3.0,2.0,1.0,5,14.0,0.0,0.0,0.0,0.0,3.0
311,311,erdosto01,2001,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
312,312,erstada01,2001,1,157,631,89,163,35,1,9,63.0,24.0,10.0,62,113.0,7.0,10.0,1.0,7.0,8.0
313,313,escobal01,2001,1,18,50,3,10,1,0,3,8.0,1.0,0.0,3,19.0,0.0,0.0,0.0,0.0,1.0
314,314,escobke01,2001,1,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
315,315,estalbo02,4002,3,32,97,12,19,5,1,3,10.0,0.0,0.0,12,30.0,2.0,2.0,0.0,0.0,2.0
316,316,estessh01,2001,1,27,42,2,3,0,0,0,1.0,0.0,0.0,3,11.0,0.0,0.0,6.0,1.0,1.0
317,317,estraho01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
318,318,estrajo01,2001,1,89,298,26,68,15,0,8,37.0,0.0,0.0,16,32.0,6.0,4.0,2.0,4.0,15.0
319,319,eusebto01,2001,1,59,154,16,39,8,0,5,14.0,0.0,0.0,17,34.0,3.0,3.0,0.0,0.0,2.0
320,320,everead01,2001,1,9,3,1,0,0,0,0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
321,321,evereca01,2001,1,102,409,61,105,24,4,14,58.0,9.0,2.0,27,104.0,3.0,13.0,0.0,0.0,3.0
322,322,eyresc01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
323,323,fabrejo01,2001,1,53,148,9,33,4,2,2,16.0,0.0,0.0,3,15.0,0.0,0.0,4.0,2.0,5.0
324,324,farnsky01,2001,1,76,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
325,325,fasansa01,6003,6,39,85,12,17,5,0,3,9.0,0.0,0.0,5,31.0,0.0,4.0,2.0,0.0,3.0
326,326,fasseje01,2001,1,82,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
327,327,febleca01,2001,1,79,292,45,69,9,2,8,25.0,5.0,2.0,22,58.0,0.0,1.0,1.0,1.0,7.0
328,328,felizpe01,2001,1,94,220,23,50,9,1,7,22.0,2.0,1.0,10,50.0,2.0,2.0,3.0,3.0,5.0
329,329,fernaja01,2001,1,5,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
330,330,fernajo01,2001,1,13,25,1,2,1,0,0,0.0,0.0,1.0,2,10.0,0.0,0.0,0.0,0.0,0.0
331,331,fernaos01,2001,1,20,19,1,1,0,0,0,0.0,0.0,0.0,1,8.0,0.0,0.0,3.0,0.0,0.0
332,332,fernato01,4002,3,76,123,11,36,4,0,2,15.0,1.0,3.0,8,17.0,0.0,1.0,1.0,1.0,3.0
333,333,fettemi01,4002,3,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
334,334,fickro01,2001,1,124,401,62,109,21,2,19,61.0,0.0,3.0,39,62.0,3.0,4.0,0.0,4.0,10.0
335,335,figuelu01,2001,1,4,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
336,336,figuene01,2001,1,19,24,4,6,1,0,0,1.0,0.0,0.0,1,11.0,0.0,0.0,1.0,0.0,0.0
337,337,fikacje01,2001,1,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
338,338,filebo01,2001,1,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
339,339,finlech01,2001,1,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
340,340,finlest01,2001,1,140,495,66,136,27,4,14,73.0,11.0,7.0,47,67.0,9.0,1.0,2.0,3.0,8.0
341,341,fioreto01,4002,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
342,342,flahejo01,2001,1,78,248,20,59,17,1,4,29.0,1.0,0.0,10,33.0,1.0,1.0,5.0,1.0,9.0
343,343,fletcda01,2001,1,134,416,36,94,20,0,11,56.0,0.0,1.0,24,43.0,4.0,6.0,1.0,6.0,18.0
344,344,floribr01,2001,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
345,345,floydcl01,2001,1,149,555,123,176,44,4,31,103.0,18.0,3.0,59,101.0,19.0,10.0,0.0,5.0,9.0
346,346,foggjo01,2001,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
347,347,forbepj01,2001,1,3,7,1,2,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
348,348,fordybr01,2001,1,95,292,30,61,18,0,5,19.0,1.0,2.0,21,56.0,1.0,3.0,3.0,1.0,7.0
349,349,fossuca01,2001,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
350,350,fosteke01,2001,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
351,351,fostekr01,2001,1,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
352,352,foulkke01,2001,1,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
353,353,foxan01,2001,1,54,81,8,15,0,1,3,7.0,1.0,0.0,15,17.0,1.0,2.0,0.0,0.0,2.0
354,354,foxch02,2001,1,65,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
355,355,francjo01,2001,1,58,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
356,356,francju01,2001,1,25,90,13,27,4,0,3,11.0,0.0,0.0,10,20.0,1.0,1.0,0.0,0.0,3.0
357,357,frankry01,2001,1,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
358,358,frankwa01,2001,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
359,359,frascjo01,2001,1,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
360,360,freelry01,2001,1,9,22,1,6,1,0,0,3.0,2.0,1.0,1,4.0,0.0,1.0,0.0,0.0,0.0
361,361,fryeje01,2001,1,74,175,24,43,6,1,2,15.0,2.0,1.0,12,18.0,0.0,3.0,4.0,0.0,2.0
362,362,frymatr01,2001,1,98,334,34,88,15,0,3,38.0,1.0,2.0,30,63.0,1.0,3.0,0.0,3.0,8.0
363,363,fuentbr01,2001,1,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
364,364,fullmbr01,2001,1,146,522,71,143,31,2,18,83.0,5.0,2.0,38,88.0,8.0,6.0,0.0,7.0,13.0
365,365,fultzaa01,2001,1,66,5,1,2,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
366,366,furcara01,2001,1,79,324,39,89,19,0,4,30.0,22.0,6.0,24,56.0,1.0,1.0,4.0,6.0,5.0
367,367,fyhrimi01,4002,3,18,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
368,368,gagneer01,2001,1,33,44,3,6,2,1,1,2.0,0.0,1.0,1,13.0,0.0,0.0,6.0,0.0,2.0
369,369,galaran01,4002,3,121,399,50,102,28,1,17,69.0,1.0,3.0,31,117.0,2.0,12.0,0.0,3.0,12.0
370,370,gandagu01,2001,1,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
371,371,gantro01,4002,3,93,252,46,65,13,3,10,35.0,5.0,1.0,35,80.0,2.0,0.0,2.0,3.0,0.0
372,372,garceri01,2001,1,62,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0
373,373,garcifr02,2001,1,34,7,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,2.0,0.0,0.0
374,374,garcije01,2001,1,22,5,3,1,0,0,0,0.0,6.0,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0
375,375,garcika01,2001,1,20,45,8,14,3,0,5,9.0,0.0,0.0,3,13.0,0.0,1.0,0.0,1.0,1.0
376,376,garcino01,2001,1,21,83,13,24,3,0,4,8.0,0.0,1.0,7,9.0,0.0,1.0,0.0,0.0,1.0
377,377,gardnma01,2001,1,23,21,1,0,0,0,0,1.0,0.0,0.0,1,8.0,0.0,0.0,4.0,0.0,0.0
378,378,garlajo01,2001,1,35,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
379,379,georgch02,2001,1,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
380,380,giambja01,2001,1,154,520,109,178,47,2,38,120.0,2.0,0.0,129,83.0,24.0,13.0,0.0,9.0,17.0
381,381,giambje01,2001,1,124,371,64,105,26,0,12,57.0,0.0,1.0,63,83.0,1.0,4.0,3.0,2.0,13.0
382,382,gibboja01,2001,1,73,225,27,53,10,0,15,36.0,0.0,1.0,17,39.0,0.0,4.0,0.0,0.0,7.0
383,383,gilbe01,2001,1,104,260,33,77,15,4,8,39.0,3.0,4.0,14,57.0,0.0,0.0,2.0,2.0,6.0
384,384,gilesbr02,2001,1,160,576,116,178,37,7,37,95.0,13.0,6.0,90,67.0,14.0,4.0,0.0,4.0,10.0
385,385,gilesma01,2001,1,68,244,36,64,10,2,9,31.0,2.0,5.0,28,37.0,0.0,0.0,1.0,0.0,8.0
386,386,gilge01,2001,1,17,58,3,17,2,0,0,6.0,0.0,0.0,5,7.0,0.0,2.0,1.0,0.0,1.0
387,387,gilkebe01,2001,1,69,106,8,29,6,0,2,14.0,0.0,1.0,11,31.0,0.0,1.0,0.0,3.0,4.0
388,388,ginteke01,2001,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
389,389,gintema01,2001,1,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
390,390,gipsoch01,2001,1,94,64,16,14,2,2,0,5.0,1.0,1.0,4,20.0,0.0,2.0,1.0,1.0,2.0
391,391,girarjo01,2001,1,78,229,22,58,10,1,3,25.0,0.0,1.0,21,50.0,4.0,0.0,2.0,1.0,2.0
392,392,glanvdo01,2001,1,153,634,74,166,24,3,14,55.0,28.0,6.0,19,91.0,1.0,4.0,10.0,7.0,7.0
393,393,glaustr01,2001,1,161,588,100,147,38,2,41,108.0,10.0,3.0,107,158.0,7.0,6.0,0.0,7.0,16.0
394,394,glavito02,2001,1,35,57,4,8,2,0,0,2.0,0.0,0.0,4,21.0,0.0,0.0,17.0,0.0,0.0
395,395,glovega01,2001,1,46,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
396,396,glynnry01,2001,1,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
397,397,gomeswa01,4002,3,55,1,0,1,0,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
398,398,gomezch02,4002,3,98,301,37,78,19,0,8,43.0,4.0,0.0,17,38.0,0.0,2.0,6.0,5.0,9.0
399,399,gonzaal01,2001,1,154,636,79,161,25,5,17,76.0,18.0,11.0,43,149.0,0.0,7.0,7.0,10.0,16.0
400,400,gonzaal02,2001,1,145,515,57,129,36,1,9,48.0,2.0,2.0,30,107.0,6.0,10.0,3.0,3.0,13.0
401,401,gonzadi01,2001,1,16,20,1,2,0,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,1.0,0.0,0.0
402,402,gonzaju03,2001,1,140,532,97,173,34,1,35,140.0,1.0,0.0,41,94.0,5.0,6.0,0.0,16.0,18.0
403,403,gonzalu01,2001,1,162,609,128,198,36,7,57,142.0,1.0,1.0,100,83.0,24.0,14.0,0.0,5.0,14.0
404,404,gonzara01,2001,1,11,14,0,3,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
405,405,gonzawi01,2001,1,64,160,16,44,6,0,8,27.0,2.0,0.0,11,28.0,1.0,4.0,0.0,1.0,3.0
406,406,goodwto01,2001,1,105,286,51,66,8,5,4,22.0,22.0,8.0,23,58.0,0.0,0.0,1.0,2.0,3.0
407,407,gordoto01,2001,1,47,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
408,408,gracema01,2001,1,145,476,66,142,31,2,15,78.0,1.0,0.0,67,36.0,6.0,4.0,1.0,5.0,7.0
409,409,graffto01,2001,1,74,145,23,44,9,0,2,15.0,4.0,1.0,16,29.0,0.0,1.0,4.0,3.0,4.0
410,410,graveda01,2001,1,66,4,1,1,0,0,1,2.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
411,411,grebecr01,2001,1,23,41,1,2,1,0,0,2.0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,0.0
412,412,greensh01,2001,1,161,619,121,184,31,4,49,125.0,20.0,4.0,72,107.0,10.0,5.0,0.0,5.0,10.0
413,413,greenst01,2001,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
414,414,greento02,2001,1,35,96,9,20,4,0,1,11.0,0.0,0.0,3,21.0,0.0,1.0,0.0,0.0,3.0
415,415,greerru01,2001,1,62,245,38,67,23,0,7,29.0,1.0,2.0,27,32.0,1.0,1.0,1.0,5.0,5.0
416,416,grievbe01,2001,1,154,542,72,143,30,2,11,72.0,7.0,1.0,87,159.0,2.0,8.0,0.0,2.0,13.0
417,417,griffke02,2001,1,111,364,57,104,20,2,22,65.0,2.0,0.0,44,72.0,6.0,4.0,1.0,4.0,8.0
418,418,grillja01,2001,1,6,7,1,2,0,0,1,2.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0
419,419,grimsja01,2001,1,73,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
